title,url,created,state,whensent,category,lastupdate,latitude,longitude,ward,location
"More cattle slurry left along roads",https://www.fixmystreet.com/report/185468,"2011-05-20 09:43:46 UTC",confirmed,"2011-05-20 09:45:05 UTC",Roads/highways,"2011-11-03 15:00:13 UTC",51.384638,-2.386861,Kingsmead,"{""latitude"":51.384638,""longitude"":-2.386861,""geojson"":{""type"":""Point"",""coordinates"":[-2.386861,51.384638]}}"
Pothole,https://www.fixmystreet.com/report/114233,"2010-05-13 12:54:11 UTC",fixed,"2010-05-13 13:10:03 UTC",Potholes,"2010-09-02 17:28:29 UTC",51.40831513,-2.558662704,"Publow and Whitchurch","{""latitude"":51.40831513,""longitude"":-2.558662704,""geojson"":{""type"":""Point"",""coordinates"":[-2.558662704,51.40831513]}}"
"Persistant rubbish strewn over street",https://www.fixmystreet.com/report/368364,"2013-06-27 08:50:01 UTC",confirmed,"2013-06-27 08:50:16 UTC","Rubbish (refuse and recycling)","2013-06-27 08:50:16 UTC",51.383284,-2.365563,Kingsmead,"{""latitude"":51.383284,""longitude"":-2.365563,""geojson"":{""type"":""Point"",""coordinates"":[-2.365563,51.383284]}}"
"Two side by side deep potholes",https://www.fixmystreet.com/report/100885,"2010-03-05 21:50:30 UTC",fixed,"2010-03-05 22:00:05 UTC",Potholes,"2010-04-03 17:29:54 UTC",51.40350009,-2.492895292,"Keynsham East","{""latitude"":51.40350009,""longitude"":-2.492895292,""geojson"":{""type"":""Point"",""coordinates"":[-2.492895292,51.40350009]}}"
"Pothole outside Bethel Baptist Chapel",https://www.fixmystreet.com/report/261723,"2012-06-30 19:32:46 UTC",confirmed,"2012-06-30 19:35:06 UTC",Potholes,"2012-06-30 19:35:06 UTC",51.385711,-2.357694,Abbey,"{""latitude"":51.385711,""longitude"":-2.357694,""geojson"":{""type"":""Point"",""coordinates"":[-2.357694,51.385711]}}"
"Not able for me to get out from my driveway need a very big slow down signs or similar",https://www.fixmystreet.com/report/50907,"2009-03-27 17:25:02 UTC",confirmed,"2009-03-27 17:30:02 UTC","Road traffic signs","2009-09-02 14:07:30 UTC",51.38723144,-2.346813121,Bathwick,"{""latitude"":51.38723144,""longitude"":-2.346813121,""geojson"":{""type"":""Point"",""coordinates"":[-2.346813121,51.38723144]}}"
"Drain covers breaking up",https://www.fixmystreet.com/report/445779,"2014-02-25 11:41:21 UTC",confirmed,"2014-02-25 11:45:28 UTC",Roads/highways,"2014-02-25 11:45:28 UTC",51.35455342,-2.48488423,Marksbury,"{""latitude"":51.35455342,""longitude"":-2.48488423,""geojson"":{""type"":""Point"",""coordinates"":[-2.48488423,51.35455342]}}"
"Multiple pot holes, trenches in tarmac",https://www.fixmystreet.com/report/639258,"2015-05-26 15:25:48 UTC",confirmed,"2015-05-26 15:30:13 UTC",Potholes,"2015-05-26 15:30:13 UTC",51.391285,-2.382987,Weston,"{""latitude"":51.391285,""longitude"":-2.382987,""geojson"":{""type"":""Point"",""coordinates"":[-2.382987,51.391285]}}"
"Flowing water",https://www.fixmystreet.com/report/426478,"2014-01-22 10:41:04 UTC",confirmed,"2014-01-22 10:45:14 UTC",Pavements/footpaths,"2014-02-11 08:42:44 UTC",51.3020323,-2.454641247,Radstock,"{""latitude"":51.3020323,""longitude"":-2.454641247,""geojson"":{""type"":""Point"",""coordinates"":[-2.454641247,51.3020323]}}"
"Uncollected recycling",https://www.fixmystreet.com/report/354987,"2013-05-05 19:36:23 UTC","fixed - user","2013-05-05 19:40:09 UTC","Rubbish (refuse and recycling)","2013-05-20 13:21:20 UTC",51.389207,-2.363884,Lansdown,"{""latitude"":51.389207,""longitude"":-2.363884,""geojson"":{""type"":""Point"",""coordinates"":[-2.363884,51.389207]}}"
"Graffitti on bus stop",https://www.fixmystreet.com/report/287552,"2012-10-31 14:30:08 UTC",confirmed,"2012-10-31 14:35:11 UTC",Graffiti,"2012-10-31 14:35:11 UTC",51.357408,-2.577079,"Stanton Drew","{""latitude"":51.357408,""longitude"":-2.577079,""geojson"":{""type"":""Point"",""coordinates"":[-2.577079,51.357408]}}"
"Roadside path",https://www.fixmystreet.com/report/514928,"2014-08-22 08:01:24 UTC",confirmed,"2014-08-22 08:05:11 UTC",Pavements/footpaths,"2014-09-21 13:36:08 UTC",51.33101857,-2.446850206,Camerton,"{""latitude"":51.33101857,""longitude"":-2.446850206,""geojson"":{""type"":""Point"",""coordinates"":[-2.446850206,51.33101857]}}"
"Blocked drain on Penn Hill Road",https://www.fixmystreet.com/report/169008,"2011-02-27 12:58:14 UTC",confirmed,"2011-02-27 13:00:02 UTC",Roads/highways,"2011-02-27 13:00:02 UTC",51.39215948,-2.401555759,Newbridge,"{""latitude"":51.39215948,""longitude"":-2.401555759,""geojson"":{""type"":""Point"",""coordinates"":[-2.401555759,51.39215948]}}"
Potholes,https://www.fixmystreet.com/report/54650,"2009-04-21 07:46:30 UTC",confirmed,"2009-04-21 07:50:02 UTC",Potholes,"2009-05-19 20:27:45 UTC",51.28259894,-2.492018285,"Midsomer Norton Redfield","{""latitude"":51.28259894,""longitude"":-2.492018285,""geojson"":{""type"":""Point"",""coordinates"":[-2.492018285,51.28259894]}}"
"Protruding ironwork on drain grating - lethal tyre damage",https://www.fixmystreet.com/report/577055,"2015-01-27 14:18:18 UTC",confirmed,"2015-01-27 14:20:12 UTC",Potholes,"2015-01-27 14:20:12 UTC",51.38364722,-2.342563696,Bathwick,"{""latitude"":51.38364722,""longitude"":-2.342563696,""geojson"":{""type"":""Point"",""coordinates"":[-2.342563696,51.38364722]}}"
"Blue container on road",https://www.fixmystreet.com/report/175988,"2011-03-27 13:43:35 UTC",fixed,"2011-03-27 13:45:01 UTC",Roads/highways,"2011-03-29 19:18:39 UTC",51.389391,-2.365718,Lansdown,"{""latitude"":51.389391,""longitude"":-2.365718,""geojson"":{""type"":""Point"",""coordinates"":[-2.365718,51.389391]}}"
"Blocked Drain",https://www.fixmystreet.com/report/428319,"2014-01-26 15:55:26 UTC",confirmed,"2014-01-26 16:00:09 UTC",Other,"2014-03-02 18:37:01 UTC",51.33179716,-2.532074288,Clutton,"{""latitude"":51.33179716,""longitude"":-2.532074288,""geojson"":{""type"":""Point"",""coordinates"":[-2.532074288,51.33179716]}}"
"Overgrown Brambles Obstructing Footpath",https://www.fixmystreet.com/report/314579,"2013-01-29 22:10:40 UTC",confirmed,"2013-01-29 22:15:09 UTC",Trees,"2013-03-03 10:31:21 UTC",51.40790833,-2.286072469,Bathford,"{""latitude"":51.40790833,""longitude"":-2.286072469,""geojson"":{""type"":""Point"",""coordinates"":[-2.286072469,51.40790833]}}"
"High pavement needs lowering",https://www.fixmystreet.com/report/540295,"2014-11-03 08:46:53 UTC",confirmed,"2014-11-03 08:55:21 UTC",Pavements/footpaths,"2015-01-27 19:23:40 UTC",51.300681,-2.493555,Paulton,"{""latitude"":51.300681,""longitude"":-2.493555,""geojson"":{""type"":""Point"",""coordinates"":[-2.493555,51.300681]}}"
Pothole,https://www.fixmystreet.com/report/248023,"2012-04-29 20:40:04 UTC",unconfirmed,,Potholes,"2012-04-29 20:40:04 UTC",51.359227,-2.377396,"Odd Down","{""latitude"":51.359227,""longitude"":-2.377396,""geojson"":{""type"":""Point"",""coordinates"":[-2.377396,51.359227]}}"
"Road surface in very bad repair.",https://www.fixmystreet.com/report/448115,"2014-03-02 11:44:09 UTC",confirmed,"2014-03-02 11:45:10 UTC",Roads/highways,"2014-03-02 11:45:10 UTC",51.3228119,-2.434499423,"Peasedown St John","{""latitude"":51.3228119,""longitude"":-2.434499423,""geojson"":{""type"":""Point"",""coordinates"":[-2.434499423,51.3228119]}}"
"Abandoned van",https://www.fixmystreet.com/report/452213,"2014-03-10 10:33:45 UTC","fixed - user","2014-03-10 10:35:23 UTC","Abandoned vehicles","2014-03-31 14:17:08 UTC",51.39406701,-2.342346229,Walcot,"{""latitude"":51.39406701,""longitude"":-2.342346229,""geojson"":{""type"":""Point"",""coordinates"":[-2.342346229,51.39406701]}}"
"Expanding Pothole",https://www.fixmystreet.com/report/95384,"2010-02-12 10:46:43 UTC",fixed,"2010-02-12 10:55:19 UTC",Potholes,"2010-03-19 08:13:02 UTC",51.35010076,-2.412064245,"Bathavon West","{""latitude"":51.35010076,""longitude"":-2.412064245,""geojson"":{""type"":""Point"",""coordinates"":[-2.412064245,51.35010076]}}"
"Adoption of public land as private space",https://www.fixmystreet.com/report/64681,"2009-07-07 15:31:59 UTC",fixed,"2009-07-07 15:35:04 UTC",Parks/landscapes,"2009-10-07 16:35:52 UTC",51.28657476,-2.459271778,Westfield,"{""latitude"":51.28657476,""longitude"":-2.459271778,""geojson"":{""type"":""Point"",""coordinates"":[-2.459271778,51.28657476]}}"
"RTPI at bus stop NOT Working",https://www.fixmystreet.com/report/599534,"2015-03-05 13:13:32 UTC",confirmed,"2015-03-05 13:15:19 UTC","Bus stops","2015-04-02 14:03:21 UTC",51.385507,-2.3962,Newbridge,"{""latitude"":51.385507,""longitude"":-2.3962,""geojson"":{""type"":""Point"",""coordinates"":[-2.3962,51.385507]}}"
"Underwater pothole",https://www.fixmystreet.com/report/435101,"2014-02-06 00:35:23 UTC","fixed - user","2014-02-06 08:00:12 UTC",Potholes,"2014-04-04 08:29:57 UTC",51.34089128,-2.64798246,"Chew Stoke","{""latitude"":51.34089128,""longitude"":-2.64798246,""geojson"":{""type"":""Point"",""coordinates"":[-2.64798246,51.34089128]}}"
"Street lamp not working",https://www.fixmystreet.com/report/9958,"2007-10-21 21:23:38 UTC",fixed,"2007-10-22 12:20:02 UTC","Street lighting","2007-11-19 20:39:42 UTC",51.3076279,-2.507426359,Paulton,"{""latitude"":51.3076279,""longitude"":-2.507426359,""geojson"":{""type"":""Point"",""coordinates"":[-2.507426359,51.3076279]}}"
"Broken Stile",https://www.fixmystreet.com/report/291645,"2012-11-18 20:54:53 UTC",confirmed,"2012-11-18 21:00:14 UTC",Pavements/footpaths,"2012-11-18 21:00:14 UTC",51.38104469,-2.306634292,Claverton,"{""latitude"":51.38104469,""longitude"":-2.306634292,""geojson"":{""type"":""Point"",""coordinates"":[-2.306634292,51.38104469]}}"
"Pot holes",https://www.fixmystreet.com/report/411017,"2013-12-12 12:27:45 UTC","fixed - user","2013-12-12 12:35:14 UTC",Potholes,"2014-03-06 16:19:17 UTC",51.3349796,-2.662659508,"Chew Stoke","{""latitude"":51.3349796,""longitude"":-2.662659508,""geojson"":{""type"":""Point"",""coordinates"":[-2.662659508,51.3349796]}}"
Potholes,https://www.fixmystreet.com/report/318207,"2013-02-05 17:11:08 UTC","fixed - user","2013-02-05 17:15:24 UTC",Potholes,"2013-03-20 16:46:33 UTC",51.35782263,-2.365622014,Lyncombe,"{""latitude"":51.35782263,""longitude"":-2.365622014,""geojson"":{""type"":""Point"",""coordinates"":[-2.365622014,51.35782263]}}"
"Car parked on pavement outside 149 white way rd",https://www.fixmystreet.com/report/567640,"2015-01-10 22:03:14 UTC",confirmed,"2015-01-10 22:05:10 UTC","Car parking","2015-01-10 22:05:10 UTC",51.36868171,-2.399637316,Southdown,"{""latitude"":51.36868171,""longitude"":-2.399637316,""geojson"":{""type"":""Point"",""coordinates"":[-2.399637316,51.36868171]}}"
"Pot hole outside bungalows in Greensbrook",https://www.fixmystreet.com/report/327282,"2013-02-25 14:11:22 UTC","fixed - user","2013-02-25 14:15:35 UTC",Potholes,"2013-03-25 15:19:03 UTC",51.32958729,-2.535478707,Clutton,"{""latitude"":51.32958729,""longitude"":-2.535478707,""geojson"":{""type"":""Point"",""coordinates"":[-2.535478707,51.32958729]}}"
"Viage Centre sign",https://www.fixmystreet.com/report/460444,"2014-03-31 14:38:46 UTC",unconfirmed,,"Road traffic signs","2014-03-31 14:38:46 UTC",51.39217187,-2.333529556,Bathampton,"{""latitude"":51.39217187,""longitude"":-2.333529556,""geojson"":{""type"":""Point"",""coordinates"":[-2.333529556,51.39217187]}}"
"Road Markings on Hicks Gate Roundabout",https://www.fixmystreet.com/report/392132,"2013-10-04 17:47:32 UTC",confirmed,"2013-10-04 18:45:19 UTC",Roads/highways,"2014-10-13 23:03:58 UTC",51.42525438,-2.517343463,Keynsham,"{""latitude"":51.42525438,""longitude"":-2.517343463,""geojson"":{""type"":""Point"",""coordinates"":[-2.517343463,51.42525438]}}"
"Road surface damaged",https://www.fixmystreet.com/report/13039,"2008-01-09 09:38:10 UTC",fixed,"2008-01-09 09:50:06 UTC",Potholes,"2008-02-06 10:20:52 UTC",51.36740796,-2.318423025,"Combe Down","{""latitude"":51.36740796,""longitude"":-2.318423025,""geojson"":{""type"":""Point"",""coordinates"":[-2.318423025,51.36740796]}}"
"Street light not switching off",https://www.fixmystreet.com/report/364351,"2013-06-11 17:46:19 UTC","fixed - user","2013-06-11 17:50:14 UTC","Street lighting","2013-07-09 21:40:58 UTC",51.397813,-2.345196,Lambridge,"{""latitude"":51.397813,""longitude"":-2.345196,""geojson"":{""type"":""Point"",""coordinates"":[-2.345196,51.397813]}}"
"Road full of potholes",https://www.fixmystreet.com/report/586092,"2015-02-12 10:56:24 UTC",confirmed,"2015-02-12 11:00:18 UTC",Roads/highways,"2015-04-09 18:58:52 UTC",51.396511,-2.345301,Lambridge,"{""latitude"":51.396511,""longitude"":-2.345301,""geojson"":{""type"":""Point"",""coordinates"":[-2.345301,51.396511]}}"
"Many potholed and dangerous surface",https://www.fixmystreet.com/report/132928,"2010-09-12 15:18:28 UTC",confirmed,"2010-09-12 15:45:02 UTC",Potholes,"2010-09-12 15:45:02 UTC",51.3945994,-2.387261525,Weston,"{""latitude"":51.3945994,""longitude"":-2.387261525,""geojson"":{""type"":""Point"",""coordinates"":[-2.387261525,51.3945994]}}"
"Dumped car",https://www.fixmystreet.com/report/454,"2007-03-08 10:33:40 UTC",fixed,"2007-03-08 11:30:02 UTC",Other,"2007-10-01 16:55:38 UTC",51.38268263,-2.396598821,Newbridge,"{""latitude"":51.38268263,""longitude"":-2.396598821,""geojson"":{""type"":""Point"",""coordinates"":[-2.396598821,51.38268263]}}"
"Broken road hump edges",https://www.fixmystreet.com/report/619687,"2015-04-11 13:36:14 UTC","fixed - user","2015-04-11 13:40:11 UTC",Roads/highways,"2015-05-24 14:34:51 UTC",51.398287,-2.348076,Lambridge,"{""latitude"":51.398287,""longitude"":-2.348076,""geojson"":{""type"":""Point"",""coordinates"":[-2.348076,51.398287]}}"
"Extended length pothole",https://www.fixmystreet.com/report/468205,"2014-04-24 08:30:40 UTC",confirmed,"2014-04-24 08:35:16 UTC",Potholes,"2014-05-23 07:44:06 UTC",51.40209,-2.457569,Saltford,"{""latitude"":51.40209,""longitude"":-2.457569,""geojson"":{""type"":""Point"",""coordinates"":[-2.457569,51.40209]}}"
Pothole,https://www.fixmystreet.com/report/400844,"2013-11-06 15:09:28 UTC","fixed - user","2013-11-06 15:10:10 UTC",Potholes,"2014-04-02 08:48:16 UTC",51.33560801,-2.66312353,"Chew Stoke","{""latitude"":51.33560801,""longitude"":-2.66312353,""geojson"":{""type"":""Point"",""coordinates"":[-2.66312353,51.33560801]}}"
"Broken street light",https://www.fixmystreet.com/report/126427,"2010-07-26 16:50:04 UTC",confirmed,"2010-07-26 16:55:02 UTC","Street lighting","2010-07-26 16:55:02 UTC",51.37623049,-2.377639587,Oldfield,"{""latitude"":51.37623049,""longitude"":-2.377639587,""geojson"":{""type"":""Point"",""coordinates"":[-2.377639587,51.37623049]}}"
"Garden being used as a public dump",https://www.fixmystreet.com/report/68118,"2009-08-03 06:52:49 UTC",confirmed,"2009-08-03 06:55:02 UTC","Rubbish (refuse and recycling)","2009-08-03 06:55:02 UTC",51.37408045,-2.366054109,Lyncombe,"{""latitude"":51.37408045,""longitude"":-2.366054109,""geojson"":{""type"":""Point"",""coordinates"":[-2.366054109,51.37408045]}}"
"Barbed wire at pavement level",https://www.fixmystreet.com/report/405874,"2013-11-23 13:36:25 UTC",confirmed,"2013-11-23 13:40:17 UTC",Other,"2013-11-23 13:40:17 UTC",51.384732,-2.376803,Kingsmead,"{""latitude"":51.384732,""longitude"":-2.376803,""geojson"":{""type"":""Point"",""coordinates"":[-2.376803,51.384732]}}"
"Someone has sabotaged road!",https://www.fixmystreet.com/report/471731,"2014-05-05 12:20:49 UTC",confirmed,"2014-05-05 12:25:10 UTC",Roads/highways,"2014-05-05 12:25:10 UTC",51.31829903,-2.382234114,Wellow,"{""latitude"":51.31829903,""longitude"":-2.382234114,""geojson"":{""type"":""Point"",""coordinates"":[-2.382234114,51.31829903]}}"
"No protection for vehicles",https://www.fixmystreet.com/report/211313,"2011-11-04 16:19:28 UTC",confirmed,"2011-11-04 16:20:05 UTC",Roads/highways,"2011-11-04 16:20:05 UTC",51.35721098,-2.315005044,"Monkton Combe","{""latitude"":51.35721098,""longitude"":-2.315005044,""geojson"":{""type"":""Point"",""coordinates"":[-2.315005044,51.35721098]}}"
"Deep potholes in road surface @ Lower Writhlington",https://www.fixmystreet.com/report/541255,"2014-11-05 08:06:16 UTC",confirmed,"2014-11-05 08:10:10 UTC",Potholes,"2014-12-04 16:56:36 UTC",51.295565,-2.423606,Radstock,"{""latitude"":51.295565,""longitude"":-2.423606,""geojson"":{""type"":""Point"",""coordinates"":[-2.423606,51.295565]}}"
"Two deep potholes",https://www.fixmystreet.com/report/43744,"2009-02-10 20:59:33 UTC",fixed,"2009-02-10 21:10:07 UTC",Potholes,"2009-03-10 21:30:47 UTC",51.37735274,-2.376663489,Oldfield,"{""latitude"":51.37735274,""longitude"":-2.376663489,""geojson"":{""type"":""Point"",""coordinates"":[-2.376663489,51.37735274]}}"
"Missing Double Yellow Lines",https://www.fixmystreet.com/report/159541,"2011-01-27 12:56:26 UTC",fixed,"2011-01-27 13:00:02 UTC",Roads/highways,"2011-03-04 11:14:15 UTC",51.38808722,-2.395987233,Newbridge,"{""latitude"":51.38808722,""longitude"":-2.395987233,""geojson"":{""type"":""Point"",""coordinates"":[-2.395987233,51.38808722]}}"
"Worn Park Restriction Sign",https://www.fixmystreet.com/report/530820,"2014-10-08 16:02:47 UTC",confirmed,"2014-10-08 16:05:16 UTC",Parks/landscapes,"2014-11-24 12:48:42 UTC",51.3917105,-2.37461704,Lansdown,"{""latitude"":51.3917105,""longitude"":-2.37461704,""geojson"":{""type"":""Point"",""coordinates"":[-2.37461704,51.3917105]}}"
"Uncollected Christmas Trees",https://www.fixmystreet.com/report/423213,"2014-01-15 20:55:09 UTC","fixed - user","2014-01-15 21:00:10 UTC","Rubbish (refuse and recycling)","2014-01-23 16:34:20 UTC",51.3948,-2.344972,Walcot,"{""latitude"":51.3948,""longitude"":-2.344972,""geojson"":{""type"":""Point"",""coordinates"":[-2.344972,51.3948]}}"
"Recycling rubbish",https://www.fixmystreet.com/report/208648,"2011-10-21 10:46:31 UTC",unconfirmed,,"Rubbish (refuse and recycling)","2011-10-21 10:46:31 UTC",51.394075,-2.345863,Walcot,"{""latitude"":51.394075,""longitude"":-2.345863,""geojson"":{""type"":""Point"",""coordinates"":[-2.345863,51.394075]}}"
"Same vehicle parked on yellow lines/corner lines",https://www.fixmystreet.com/report/118846,"2010-06-11 13:57:16 UTC",confirmed,"2010-06-11 14:00:03 UTC","Car parking","2010-08-24 10:26:43 UTC",51.38507465,-2.389903479,Newbridge,"{""latitude"":51.38507465,""longitude"":-2.389903479,""geojson"":{""type"":""Point"",""coordinates"":[-2.389903479,51.38507465]}}"
"Dangerous potholes and worn road surface",https://www.fixmystreet.com/report/643861,"2015-06-05 11:42:50 UTC",confirmed,"2015-06-05 11:46:08 UTC",Potholes,"2015-09-28 20:05:17 UTC",51.394727,-2.346771,Lambridge,"{""latitude"":51.394727,""longitude"":-2.346771,""geojson"":{""type"":""Point"",""coordinates"":[-2.346771,51.394727]}}"
"Thick bed leaves is safety hazard",https://www.fixmystreet.com/report/142059,"2010-11-09 17:13:58 UTC",fixed,"2010-11-09 17:30:02 UTC",Pavements/footpaths,"2010-12-09 11:05:41 UTC",51.38804236,-2.395958103,Newbridge,"{""latitude"":51.38804236,""longitude"":-2.395958103,""geojson"":{""type"":""Point"",""coordinates"":[-2.395958103,51.38804236]}}"
"Branch Road/A36 Road junction",https://www.fixmystreet.com/report/557342,"2014-12-15 12:19:31 UTC","fixed - user","2014-12-15 12:20:53 UTC",Potholes,"2015-02-22 19:29:29 UTC",51.33072058,-2.317074103,"Hinton Charterhouse","{""latitude"":51.33072058,""longitude"":-2.317074103,""geojson"":{""type"":""Point"",""coordinates"":[-2.317074103,51.33072058]}}"
"Apsley Road Sign Painted Out",https://www.fixmystreet.com/report/10287,"2007-10-31 15:59:11 UTC",fixed,"2007-10-31 16:25:02 UTC","Street nameplates","2007-11-01 09:23:21 UTC",51.3879949,-2.395942099,Newbridge,"{""latitude"":51.3879949,""longitude"":-2.395942099,""geojson"":{""type"":""Point"",""coordinates"":[-2.395942099,51.3879949]}}"
